Acapulco de Juárez,Date,Tijuana,Mexicali,Ensenada,La Paz,Los Cabos,Campeche,Ciudad del Carmen,Torreón,Saltillo,Piedras Negras,Monclova,Acuña,Ramos Arizpe,Colima,Manzanillo,Villa de Álvarez,Tuxtla Gutiérrez,Tapachula,San Cristóbal de las Casas,Chihuahua,Juárez (Chihuahua),Delicias,Cuauhtémoc (Chihuahua),Nuevo Casas Grandes,Azcapotzalco,Coyoacán,Cuajimalpa de Morelos,Gustavo A. Madero,Iztacalco,Iztapalapa,La Magdalena Contreras,Álvaro Obregón (CDMX),Tláhuac,Tlalpan,Xochimilco,Benito Juárez (CDMX),Cuauhtémoc (CDMX),Miguel Hidalgo,Venustiano Carranza (CDMX),Durango,Gómez Palacio (Durango),León,Irapuato,Celaya,Guanajuato,Salamanca,San Miguel de Allende,Chilpancingo de los Bravo,Pachuca de Soto,Tulancingo de Bravo,Guadalajara,Puerto Vallarta,Lagos de Moreno,Tlaquepaque,Zapopan,Toluca,Texcoco,Cuautitlán,Atizapán de Zaragoza,Coacalco de Berriozábal,Cuautitlán Izcalli,Chalco,Ecatepec de Morelos,Ixtapaluca,Metepec (Edomex),Huixquilucan,Naucalpan de Juárez,Tultitlán,Nezahualcóyotl,Los Reyes La Paz,Tlalnepantla de Baz,Tecámac,Lerma,Morelia,Uruapan,Lázaro Cárdenas (Michoacán),Cuernavaca,Tepic,Bahía de Banderas,Monterrey,San Pedro Garza García,Guadalupe (NL),San Nicolás de los Garza,Gral. Escobedo,Santa Catarina (NL),Apodaca,Oaxaca de Juárez,Puebla,Tehuacán,San Andrés Cholula,Querétaro,San Juan del Río (querétaro),Corregidora,Othón P. Blanco,Benito Juárez (quintana roo),Solidaridad,San Luis Potosí,Ciudad Valles,Soledad de Graciano Sánchez,Culiacán,Mazatlán,Ahome,Guasave,Salvador Alvarado,Hermosillo,Cajeme,Nogales (sonora),Guaymas,San Luis Río Colorado,Navojoa,Centro,Nuevo Laredo,Tampico,Reynosa,Matamoros (tamaulipas),Victoria (tamaulipas),Ciudad Madero,Altamira,Apizaco,Tlaxcala,Veracruz,Xalapa,Coatzacoalcos,Boca del Río,Mérida,Zacatecas,Fresnillo,Guadalupe (Zacatecas)
439470,2011-04-01 00:00:00,1015274,841030,391604,290722,538139,81624,154226,825532,633146,85967,197559,49293,28887,161097,138193,57305,292138,76219,48581,1346270,942007,125274,118494,69245,551977,1259195,779980,665163,204064,584044,117560,1485045,27088,954780,94013,2548439,3849052,2701724,468726,335843,208653,989816,238333,275163,100268,73656,79997,61985,320368,69666,1466798,418583,44271,177343,1410287,526859,89237,76598,259061,160793,393476,59321,410880,97558,354250,347634,1118113,121256,244416,32717,660720,61827,242223,594787,143248,60951,686169,200210,150908,2095199,914067,404793,395577,133862,116921,215804,224325,1376728,50998,142706,1188214,99889,194923,79035,1286322,456394,706961,73952,49769,694131,327220,280575,84725,61604,1082149,411311,177398,133962,94705,117957,450330,184076,465711,346537,200724,244055,138051,47059,55523,43701,328584,361765,179680,298787,804268,103490,38786,52784
411317,2011-05-01 00:00:00,1239107,974104,438863,376113,575380,91734,175460,933421,731530,112216,235144,68297,43172,174543,137058,62108,316089,84610,47306,1716966,1113042,141326,143817,70262,626320,1670471,909950,1796215,312278,876460,141895,1885301,29233,1051666,155299,3028853,4843902,2808792,514643,386332,223838,1072174,262088,320584,100129,79605,77928,65302,377877,96804,1693283,421149,37017,190233,1899603,599288,92705,79486,325480,181584,440553,66762,553877,135801,419625,424437,1346030,155433,330618,48500,794477,78663,258719,659291,150711,70261,719847,220872,218657,2670627,1619345,349727,458966,150454,131609,222930,228310,1649792,58537,141515,1319788,103508,198782,188021,1363838,557681,816758,79141,54200,784611,381032,301695,93441,65477,1214473,458809,190814,150140,110903,127534,546413,200440,531362,396499,223779,259887,163518,55328,61530,50289,341287,389623,208101,358177,886519,107968,41939,55484
375101,2011-06-01 00:00:00,1200103,949425,423926,364554,539562,84131,175137,884642,707161,111129,217772,64127,44458,165145,133806,60406,305882,80292,44205,1685764,1072532,145563,130145,55114,623757,1691631,915650,1902807,285303,819597,140779,1880354,26925,1022004,146031,2977999,4394024,3555399,500881,389796,214885,1030956,251258,312642,102770,78148,75473,63540,408963,86863,1638926,392946,35843,182610,1884859,571475,95774,83234,329613,178342,416607,66614,531204,134323,385766,409534,1289017,157596,334110,47515,774756,72614,265079,652300,150605,69739,698057,217006,196345,2743159,1637068,335265,437750,142113,129487,215318,221628,1659414,58143,136088,1244484,103906,205736,185071,1332404,532575,760473,75418,55188,736128,365706,293689,87794,64103,1149960,440188,181908,152074,105258,122074,545359,196398,500910,387522,223562,247951,159595,52598,57993,51956,329791,378310,194557,343286,848640,103299,39697,57457
416318,2011-07-01 00:00:00,1142975,951503,462863,314585,548698,94517,177652,882503,719837,111297,212318,67155,48249,173469,141585,62989,335140,87788,54275,1433757,1048320,142091,137517,56666,533259,1407480,842123,768836,244989,670795,139043,1714851,28033,1056906,116268,2835189,4483314,3075641,504793,389934,221842,1084193,263140,308543,107752,79027,88659,83465,346710,74395,1612709,404412,38716,193859,1553552,607987,101705,86544,297731,184137,447319,69526,474139,103715,394334,407845,1201006,134099,279085,38673,746374,75663,245071,642447,143420,65200,729640,221699,144173,2212754,977596,346765,452757,141564,137336,216451,241918,1506158,64104,137486,1309560,107356,207735,84785,1390175,468438,787609,78832,56252,751374,351863,299135,96156,65719,1194486,458969,184023,165887,108158,125158,534857,203267,493019,394831,225884,254234,152680,53172,60453,55803,338792,402642,207734,315307,899933,113629,42901,60577
428905,2011-08-01 00:00:00,1256928,1027613,496120,332952,537693,100099,182621,898999,723469,113112,216204,68572,47406,176383,140845,59965,348137,92066,53674,1510413,1114422,146051,143742,60302,559555,1448610,754260,792153,251885,703001,145546,1804291,31026,1085986,107819,2910089,4534659,3166571,534172,404574,227414,1120192,273794,315912,114766,81457,88325,70726,372035,74262,1752398,387764,41386,198505,1620356,617930,100245,85680,317649,178332,456768,73737,497239,107798,396498,424951,1251692,137566,284666,40076,761668,73323,261490,670396,152441,72170,735928,236060,143269,2400470,978247,352289,499450,150384,143802,230571,249795,1568288,71481,152497,1362983,110883,199533,169838,1340790,436161,827950,82729,43284,818655,355201,320185,105097,58834,1308940,490121,202526,180284,120023,135085,557091,213189,529392,428033,237702,271666,168055,60311,65322,56790,352790,410032,218224,324414,931138,118381,43338,62325
380101,2011-09-01 00:00:00,1210592,1021082,478094,315400,506947,93010,173056,846435,668877,101596,201845,63729,41757,167393,123731,55557,329292,87237,50062,1497143,1087872,144481,141337,58635,582165,1401645,722719,740650,246109,665757,134100,1869664,28812,1038120,105246,2837959,5327212,2993821,518329,393980,217124,1029722,263995,299815,105310,73019,89235,68297,359800,70372,1571967,353239,38152,187074,1452288,587147,97742,82299,315664,174630,446623,71000,474705,105346,384934,392407,1197313,132106,275054,40130,693430,70006,243301,636199,146781,68174,701743,235417,131778,2264340,919774,338784,539399,149364,137627,194880,236888,1508680,65373,148040,1260614,106171,194318,142003,1219166,381498,784864,78858,42913,798017,312862,311269,100512,55201,1271965,477759,197219,175808,114955,131420,528325,195590,497090,393184,219215,248221,158396,55316,65744,53018,318174,394448,208134,306771,887292,112046,39006,59037
395887,2011-10-01 00:00:00,1259554,1065622,487397,325029,542163,94580,179111,867751,702720,104451,209246,64922,46564,168090,120437,56507,339636,89587,51531,1560555,1120104,149313,148462,61803,595228,1469923,786051,798369,249385,701882,153674,1955450,29505,1077327,114331,3068905,4672530,3294357,570823,406708,223439,1115122,272853,309373,109692,81100,87284,70529,380046,77567,1680818,366960,40656,195120,1586802,642246,100229,82560,341233,178388,462001,74782,497141,108730,403423,449782,1252683,136211,282003,41755,743708,71616,239298,657371,157855,70014,730294,240190,130680,2368619,995768,362009,567419,154591,156329,203465,245086,1541629,69614,167356,1371870,110389,208421,144462,1224341,377373,816285,81119,44967,824789,325268,320319,103436,58030,1328995,493698,203626,187440,117494,137753,548072,203077,515376,407617,229062,261121,162328,56638,68712,57590,328011,403202,216566,319324,920430,114145,40482,60860
431506,2011-11-01 00:00:00,1291997,1081137,493373,349821,544622,100607,178586,887470,695496,105253,200869,63081,45466,178887,127540,61035,346798,97045,52199,1598753,1123647,148716,148490,62116,626605,1522088,803055,841069,262840,747684,159524,1967005,30326,1143410,113272,3112229,4930750,3287885,572274,422876,221742,1169360,278157,319868,111651,85743,91546,74381,400933,80075,1817377,393509,39102,204161,1700159,655833,103219,84776,341215,190364,466352,71519,503956,115815,419644,471756,1288976,133839,292568,40896,773627,79513,246107,668976,149862,72053,680442,241402,136479,2413133,1013554,361681,567446,168449,145158,265915,265337,1586722,63486,164296,1407252,109354,223491,180710,1247637,409375,843618,81547,44816,807089,333155,324948,103710,63558,1321277,487324,205397,181378,118777,140834,582171,200259,508430,406868,232912,251430,162736,57334,67018,59493,334480,421182,229527,314242,991698,114832,39736,61086
589522,2011-12-01 00:00:00,1431335,1239055,556732,424793,564135,132628,225224,1038872,811238,118030,239882,72594,50260,207050,146595,66522,438523,127999,69734,1784139,1285259,173188,168997,73618,675843,1749693,859604,997349,293842,876746,192879,2163274,32020,1310640,124591,3505775,5437006,3622060,618901,489062,261837,1348716,320464,375158,119849,100408,100891,94410,476296,96157,2073710,458952,47653,226238,1920100,723001,119805,109911,392839,241641,587969,81698,622447,133279,508042,555828,1515555,152922,351523,49155,887490,99041,323934,778369,178484,85383,832812,305322,144797,2712623,1120674,406131,670677,205090,163676,285844,321962,1842327,78715,171634,1570546,121297,248547,141712,1492095,515700,1016460,101180,49440,999155,412224,397986,128371,73506,1549659,568313,223854,195919,133303,178961,750135,224837,623961,458443,263157,302404,180998,66379,81772,64488,397054,527278,283350,378273,1204775,139350,48091,67597
495974,2012-01-01 00:00:00,1358963,1157794,491663,351674,582121,104092,188109,928416,737170,113098,220014,65673,46125,183229,134767,61525,367578,104542,56719,1655603,1186294,156664,162233,65875,586781,1568585,774363,878103,264420,776009,177267,1985105,31266,1171747,122088,3285591,5193446,3395905,550106,441943,234312,1129851,293418,340761,123199,90356,98198,83887,432111,94254,1819847,444984,42494,206319,1668634,654734,107313,95173,354273,211754,477003,73483,542465,113491,432088,474530,1284633,142435,304340,43597,770752,89585,226126,730084,161058,78490,730083,253549,153266,2440269,1027646,366535,576131,157758,147230,260339,274399,1684028,71934,174830,1443385,117426,241645,121052,1505073,537816,874398,83976,47176,869991,369503,345861,109858,67882,1430777,518477,216961,195013,125143,153589,641397,220562,529450,431257,254475,283005,176654,64760,74735,62411,353528,443587,234493,330059,990536,113758,41573,65418
443260,2012-02-01 00:00:00,1302105,1094370,472514,339490,599310,100427,184486,901231,689700,99620,216437,54301,33888,174198,122612,58883,348593,100053,52965,1612906,1144845,151522,160018,61554,625926,1475427,734614,814202,268738,709799,182680,1872152,32566,1101839,116254,3068962,5049689,3186223,519722,413025,223457,1079556,279799,324490,118854,89609,99750,77027,403921,95523,1803224,432914,40126,210252,1616826,625964,99752,88407,340402,189423,437945,74498,505509,107940,396823,458148,1202182,136344,282123,40460,715297,84617,244004,674347,153680,75743,691734,235018,153398,2307436,942560,371301,569943,157616,143695,260340,261409,1605253,67140,179372,1374040,114337,233142,115694,1430719,525666,847827,80633,47717,837027,360646,326774,103952,64158,1377418,494959,208099,184777,119971,140348,623460,212771,519052,431598,246289,264168,169420,61068,69955,60315,335427,413377,227354,307061,974685,110593,39611,62966
478201,2012-03-01 00:00:00,1403119,1189563,510967,367102,648205,108018,203100,983748,744810,107413,237161,58988,39098,190318,129026,62466,382148,106976,58510,1722186,1257864,166731,174231,66978,664024,1550964,793652,850195,334977,749257,194692,1958221,35009,1171629,126083,3198594,6978654,3201415,563082,445983,249620,1126720,298179,342693,125611,93960,105721,82443,435672,105858,1903688,452467,43621,226800,1638389,693308,109646,94846,346431,209248,474269,82917,551707,117352,423479,475494,1253208,151594,297485,44129,731122,93185,239098,708025,168734,81953,722077,249995,164647,2521758,986810,405732,616764,175710,158131,302201,278162,1674519,71979,184170,1431928,126980,262160,128406,1567226,553480,933091,89144,53061,908994,386096,354375,115660,69208,1513951,542254,231040,184284,129824,156427,674540,225296,565972,468623,265335,284391,188476,67144,76227,64893,365832,448839,245592,340427,1057115,124522,45006,71022
545919,2012-04-01 00:00:00,1351070,1146038,503127,359757,601303,107123,199388,969228,736910,102262,237178,55850,36852,178382,135401,61460,368084,104718,64628,1702698,1249401,167486,171282,67256,596313,1546296,770150,860082,298495,758621,199334,1863069,33683,1177622,121869,3134520,5116114,3311414,570817,432193,251297,1162688,297135,343706,128883,98920,110319,81988,425401,107375,1849316,450221,43144,223257,1628792,630375,110155,73510,329051,207092,475853,84063,547954,120830,421801,447744,1194607,134381,291433,42884,720758,97083,224457,693179,164700,81901,730386,254110,160828,2434770,966342,402576,602778,176815,156613,294824,277897,1649048,72822,177589,1454268,132556,231694,123635,1535277,562202,920430,91096,52270,882796,418007,356817,116365,69308,1479410,529670,226408,178007,132677,162123,629564,228736,565986,462277,266527,290690,192428,67485,77606,65207,374014,441042,252773,362487,1015017,129366,45310,69024
440640,2012-05-01 00:00:00,1412269,1232295,530875,377982,583762,112682,210986,1031424,802599,114914,243064,61189,41523,189480,122081,64789,397368,108885,58752,1801768,1352511,176156,183659,72935,703949,1620856,847151,865259,318787,762644,222060,1975342,35245,1203622,125364,3291929,5909214,3754291,580880,457208,266694,1154591,307287,349546,122275,103179,88001,79780,436413,114383,1961937,400275,44050,233924,1718653,687862,105036,77458,335818,201491,480581,83731,554335,121011,431139,477977,1211774,135922,289483,41291,752453,96740,259546,703000,171381,86688,702256,265585,132524,2631636,1023465,426427,646099,185625,170252,325851,284991,1711098,77134,188281,1520024,129019,243342,127095,1494787,526659,953523,91631,52064,955681,387167,374846,119723,72652,1574607,558199,241084,155365,145277,164619,658078,239516,594740,488318,279187,308193,195131,73016,82205,68736,368151,453998,265543,349349,1052518,128137,47288,74360
396594,2012-06-01 00:00:00,1393350,1190733,522503,362598,566771,98003,199141,1012500,804234,116806,244933,64449,42681,185320,110319,62887,386188,105013,57168,1799812,1356130,179270,184810,67435,632430,1544867,836582,863619,270909,704705,229410,1931628,32988,1168853,116589,3223839,5009657,3685040,574588,456269,266623,1173097,299146,348496,103945,100056,80955,71145,420663,106843,1957333,377876,43758,229952,1774863,659040,97689,73833,324687,185664,462298,75622,518915,116445,411298,523450,1176153,134708,282522,39544,757969,91777,209731,696035,159074,82964,660008,255166,119379,2634567,1010969,428642,642003,183619,172486,334614,278419,1684049,73936,190881,1548269,126490,244589,122532,1415549,515010,924432,88913,47830,920244,369852,364924,113653,71036,1522288,524833,237439,149917,141087,165850,651657,241017,586995,484666,275516,286791,193119,71264,80256,65440,354917,431056,248533,338729,1035558,127010,46875,73333
535828,2012-07-01 00:00:00,1465645,1208805,559596,398653,585417,109012,199534,1038445,831694,119291,258948,66503,46287,195615,127154,67157,423142,116296,72992,1819840,1390160,187249,191732,72005,645820,1617206,891342,931531,295381,765074,231703,1999216,36004,1226579,120253,3410190,5720923,3841224,601002,473383,272451,1264698,312269,360184,117222,101070,93792,82314,453789,116081,2080491,433600,46913,254146,1823338,704242,106526,78514,317934,202476,505281,81791,562600,129551,432213,500321,1226577,142089,307172,43274,766296,99025,180162,752567,165308,89729,711154,284010,143168,2682639,997031,448488,656136,198859,180166,353627,311057,1778489,82472,189294,1581171,134824,241258,137538,1619473,602551,986124,96870,51433,955475,435228,379469,120846,75151,1586498,546348,249881,168253,156177,173613,704082,242238,627681,499666,290681,308958,199886,74715,84753,73333,390435,473166,259344,370057,1133927,136401,50594,76412
455695,2012-08-01 00:00:00,1442812,1192207,555963,383803,537376,94913,191963,1039854,824133,113902,244567,60518,46294,192200,120071,65550,405142,107074,65239,1799548,1375104,181887,187316,67265,680474,1526850,789280,873853,289757,736196,219289,1843402,35202,1162674,111253,3023067,5046998,3542002,537946,465446,274146,1235375,309757,354191,112102,103373,85121,71590,436517,116151,2030888,383258,46439,238673,1706539,696156,102175,77120,306946,186074,482186,79948,528072,124284,413009,483896,1171240,134327,286761,39490,747098,96753,253178,720719,160872,85199,655731,270547,124856,2640049,998411,456080,662615,187249,187659,347005,294733,1659758,73195,193221,1557753,125271,243873,122118,1434360,539969,927093,91854,49147,912721,391978,356294,113003,69812,1516433,520858,230423,147549,152807,165088,670189,240621,613687,467977,288130,259710,201820,74556,66698,67223,353297,430308,231805,335642,1088000,128721,48057,71725
414945,2012-09-01 00:00:00,1456621,1190416,526396,369584,494721,101646,195820,1031674,817603,119437,246826,62724,47231,189657,113434,64308,396035,107514,61342,1904372,1371462,187561,196343,72273,612767,1563103,842146,860619,268024,707232,237485,2222486,37059,1146360,124685,3255483,5390955,3532038,545105,460067,273682,1203129,312657,354606,101964,102253,85239,78079,437228,117220,2071423,335991,47484,239803,1653544,656149,105106,77273,345573,191738,475356,82372,526915,123333,409631,478564,1155797,140907,287732,40130,744129,96682,193162,706411,161869,81979,638188,275558,104562,2700184,1069507,443061,583288,185013,182543,344197,282766,1709540,80919,206568,1594808,133259,248371,146111,1301171,487871,943989,88988,51271,945429,370962,373627,116251,71627,1603180,528835,248901,149608,160882,165167,673002,238601,599550,500278,286903,298928,197711,80844,79854,71338,359516,427051,246618,344590,1076463,131008,48137,76077
431197,2012-10-01 00:00:00,1539942,1267079,554244,391630,581915,110250,204061,1075812,862061,121800,257918,65181,51011,196900,120507,69113,416983,110662,63739,1894182,1429838,190617,203471,76582,617663,1635843,862275,908631,287238,743005,251379,2373199,40823,1234257,133859,3502127,5919661,3844465,588426,487154,279932,1255395,330530,374441,116950,108428,85519,81878,456860,124868,2202066,382633,49317,246217,1726331,702867,104599,78296,372381,199605,493327,84335,548139,127933,426348,499290,1217370,124361,303305,41527,798710,98397,224531,740726,164387,89638,681805,288338,124920,2865117,1149730,473599,603476,197276,202066,363162,293338,1793005,85763,218654,1684567,136392,257299,159756,1410886,518660,996457,93511,54747,1031025,402442,398628,124818,75646,1692158,563997,262360,162113,166997,170408,705202,254118,637318,496288,305430,321613,208608,82017,85347,76882,384375,452860,264927,371186,1145157,138232,49985,80060
483737,2012-11-01 00:00:00,1511146,1284022,527180,468508,566101,115156,198886,1100520,889431,131753,261291,73833,53665,211808,128968,64414,429256,117820,70800,1903929,1456380,196850,202557,72405,658107,1672601,1029366,636052,298559,778242,241397,2010577,40501,1228751,128909,3545737,6046244,3695913,600717,484666,287067,1331181,349880,389678,118802,112868,83958,88869,493188,130550,2281014,402447,50363,194538,1780068,735059,110461,79891,373128,217519,534224,91523,574309,137436,434348,504925,1268050,135183,317260,44219,831560,103977,231776,769960,168718,88529,734299,308332,143770,2972930,1050299,472261,618218,138463,194537,358458,323545,1844733,87825,204404,1710551,137516,257388,143334,1511479,557290,1026890,96047,55150,1032099,419750,384718,121678,72752,1655999,567232,258782,165670,160357,146705,742764,260052,646524,517401,303672,320109,203026,77399,82388,77589,392938,480758,267986,375156,1197054,147751,53394,77138
601951,2012-12-01 00:00:00,1637319,1414878,562448,543134,603834,145570,238500,1277856,996874,153522,294185,83960,58867,253939,149536,69352,509876,147635,83058,2097232,1590517,217902,222295,85467,690265,1888945,1153373,703891,302248,907658,257635,2142807,43483,1416279,139648,3892870,6034318,3921305,621253,560119,327669,1468035,385165,447361,124722,120086,86107,96225,558187,138631,2464152,444162,57136,200319,1933647,792128,122596,87835,387093,259483,650173,102677,674484,157017,526943,572889,1461298,143901,370169,51630,926514,118669,312015,868353,189099,106696,834715,368227,158003,3277681,1153374,511023,711795,173870,206201,354201,374459,2044445,104956,189754,1874764,152275,281816,165508,1641799,629195,1193033,116681,61270,1211766,484856,459430,149950,82923,1847985,635201,276654,182452,175870,184270,879877,293109,751155,568958,334226,373170,224811,87970,93124,83785,442007,583851,320239,435947,1380511,175062,62063,84801
542022,2013-01-01 00:00:00,1541198,1314411,525665,466735,585532,115425,196178,1125095,904755,149413,260459,77622,56119,228369,132925,62685,430451,118437,71680,1966494,1407472,203286,212695,76035,609854,1698638,991707,630701,271969,790842,260276,2022000,41938,1242451,135722,3643723,5840505,3741832,560222,512569,291957,1271786,354914,406479,113512,112718,82277,88543,509531,137209,2274336,424831,50872,187360,1729043,739458,109791,76083,363992,216155,526184,84468,573443,132341,439488,502408,1331067,134368,323801,46032,816075,105065,223319,792971,180119,95276,739361,319195,156926,2887290,1012321,451947,604289,153029,196932,351350,328336,1841763,93556,189213,1730715,140537,282185,151179,1656396,656376,1035384,99799,58179,1040442,431436,395886,128098,73659,1659251,576171,254893,160525,162557,159108,756839,274767,658959,526500,314549,333642,207796,82614,86791,77881,402912,499093,275024,380094,1195338,145539,52332,82157
454088,2013-02-01 00:00:00,1467917,1255858,485883,429249,568573,106775,186219,1081897,875536,155622,248187,81238,54932,208176,125978,58854,398412,108896,65076,1876015,1361996,196144,201117,72635,591344,1602236,971208,615914,269908,723647,306186,1946297,41142,1147830,128424,3454087,5247724,3513775,546110,469228,279747,1203006,331734,379606,107947,105319,74942,78990,483983,132743,2196546,402165,48078,186402,1679411,698446,101357,70870,351285,198132,486068,87011,531886,123551,408790,508986,1252987,125936,304104,44007,782200,97764,200448,718300,164867,88916,687516,287173,150900,2825375,1004871,447533,593407,146867,190359,342012,296936,1757930,88413,190122,1645203,132941,258945,145687,1536094,605193,986962,94608,57179,991351,407724,369793,115838,67716,1594108,538733,250734,149759,154183,147288,720770,265808,625275,514058,301058,311926,202130,76931,82238,73205,375466,446575,249913,357518,1129834,137162,50550,78349
523914,2013-03-01 00:00:00,1570408,1348257,523404,488672,630028,108612,195752,1179272,914271,176282,254651,83034,58130,226866,139207,65604,414706,120869,76491,2013596,1511436,212388,221402,76404,654027,1713768,1049305,636086,262448,771967,269475,1963384,51588,1243850,143287,3687120,5751024,3573477,588417,492141,309322,1380557,355865,395939,124349,117601,90698,79801,501367,138905,2286429,442681,55247,203100,1733838,751791,113751,77407,350882,199261,528764,86506,587405,129058,448202,521731,1314128,140615,329496,46387,850385,105893,265985,750964,169182,96635,743565,300183,165033,3025464,1045155,483883,594507,150449,215612,363972,313509,1808067,96395,193889,1729815,144652,294764,159031,1707254,655074,1076968,103999,60594,1074296,452879,404829,133554,75611,1717669,602521,273278,174010,161507,155155,760179,283127,680904,543762,310637,321017,217238,82836,90384,77436,418255,458850,268884,381256,1202851,154602,55271,83772
493066,2013-04-01 00:00:00,1605435,1352627,547771,476181,620370,115874,202583,1163124,948905,191616,271490,88031,61198,219270,136751,65610,418402,118245,71675,2054833,1494803,213457,222344,78671,611331,1734596,1077317,657536,263370,786809,272546,2402935,53791,1231189,147349,3711206,6070184,3426471,600333,491819,306899,1324382,357836,394107,116127,119041,78946,84510,511464,143809,2317771,421064,53510,197857,1743408,747511,113794,76032,360706,196206,521337,88417,574434,129246,444369,517682,1286224,146692,335540,46496,838816,107406,238614,760493,171322,104827,722389,295639,158500,3080063,1088863,500069,613834,151794,218261,385139,305364,1861758,100327,205612,1758209,146702,266027,157789,1715069,650755,1065220,103916,62771,1091450,457753,409238,135943,76382,1764911,600768,273655,173349,164688,150657,780848,292256,689752,552403,319441,355790,215313,85370,97080,80567,436397,460583,286712,387173,1168764,150761,56518,87233
473500,2013-05-01 00:00:00,1678342,1414131,563832,484356,601093,120696,220851,1253643,1002805,208127,281618,93823,67286,229108,138281,73514,439640,122880,71924,2160443,1626032,220904,228402,82659,693360,1801697,1129145,680720,321890,819016,285895,2490623,59744,1285411,148658,3923864,6143173,3497202,624151,498003,329924,1403395,381335,418534,120802,121915,76302,86133,527628,140125,2423615,395958,55327,205758,1832477,819656,120957,81999,368978,211420,550244,92935,606415,138483,472139,551944,1363229,160463,350469,49851,890523,114513,260256,791391,181171,107442,748462,309237,141352,3263897,1158352,528485,658223,157220,230093,390434,318994,1937021,100365,211624,1842323,153716,310289,160419,1713841,617487,1132664,107667,65124,1157467,451606,422802,138428,77238,1837467,626399,283499,174299,170839,153156,827931,310658,722720,574220,337848,357785,222082,88086,97141,82563,445451,485783,295674,394796,1222769,159851,59184,93204
465494,2013-06-01 00:00:00,1652437,1371661,581862,434403,653898,118627,223302,1277561,1028774,217865,285272,94950,66625,237426,137507,65133,444575,121983,72553,2220093,1631093,218690,230855,77379,511961,1675599,1002074,592211,298328,760479,252692,1831007,45042,1175767,127027,3068821,7640263,3610969,588451,526693,341324,1397552,391110,416016,158226,113056,76909,84074,554523,137805,1891269,371057,49575,150278,2510908,966819,125502,85765,297903,210926,511734,91328,557632,136320,416311,540023,1379276,175185,327497,49467,744109,118009,240891,811634,171999,105530,758116,329710,120875,3636419,1046908,468969,598050,141902,199569,362139,337807,1955822,84031,180834,1875741,146087,282287,263864,1576979,612901,1180140,92395,58987,1278795,395910,356307,118852,66726,1971081,562828,243468,154568,154228,140220,851201,241493,603525,541684,281559,681246,173896,83024,97326,86825,380620,636978,285584,368521,1223489,201189,42774,83345
551511,2013-07-01 00:00:00,1451603,1789573,596167,540704,613387,168269,209199,1167091,1290716,208975,261241,98661,72078,287367,124057,69746,508424,119638,77881,2557883,1389268,230942,219237,84038,543663,1777967,1117050,637106,277342,811474,273057,4514093,41733,1283438,125111,3350348,5654633,3941643,641627,580984,315140,1165431,360577,399510,536613,117557,96373,153535,587994,146764,2025191,422746,50363,159152,2636518,968675,127058,85903,349436,230209,565015,98455,617878,144379,486724,561431,1342361,163945,351495,46007,853112,118910,275850,867700,180917,110868,821568,365957,144690,3733278,1072614,480524,608647,142197,197316,383122,374779,2097916,95176,193637,1974555,158533,276628,286095,1773383,724760,1247322,101845,62351,1359928,466151,384246,128260,74605,2085852,586579,268281,174882,169780,154073,916463,255571,655972,574288,296761,713030,185420,90681,101585,93600,410057,702142,306813,418355,1345931,218518,44402,83671
486738,2013-08-01 00:00:00,1417958,1833387,587590,528612,583822,172680,201370,1161055,1311822,217985,253068,98464,71219,274507,120619,68460,482371,115607,67945,2601255,1349288,228982,212656,82866,527383,1727130,1038521,622198,282401,783052,266376,4467810,41613,1230477,126271,3223306,5837119,3905617,606832,570025,303236,1126321,362019,395099,535584,118400,89897,132444,576403,142591,2019450,400425,52446,164171,2631479,1023794,123892,87136,346892,222159,543733,100557,593571,140183,453510,546048,1290296,167365,343243,42916,852839,119433,231671,828108,176919,104872,776173,343534,134434,3836940,1084120,495201,591540,140797,193326,372654,343188,2037798,95940,199272,1982900,155569,226451,282869,1695252,672370,1220511,94539,61829,1336495,435512,378756,119731,70624,2057153,570898,268096,159417,168827,151177,883729,260037,626586,566559,294516,711406,172672,90321,98111,92205,392983,658777,283487,388807,1277095,207070,40929,82424
371114,2013-09-01 00:00:00,1356475,1755891,532403,469861,504118,153936,188038,1117073,1262936,221184,246836,98343,70834,251161,101881,65767,421758,99278,60444,2495000,1302262,225052,204502,80901,429455,1435720,909728,459138,236763,607027,233733,4073626,40742,1147799,120812,2618834,4426708,3613749,588580,534259,291645,1055650,346054,374109,509838,113406,88104,99309,557499,139130,1867515,347582,50100,165431,2437807,912489,119872,80966,329822,209737,511038,94827,563268,133886,442024,557244,1212946,162755,337127,43271,829947,113653,226327,782189,162614,100851,735165,315238,114433,3530980,1038030,470390,567063,137010,188949,348784,314565,1948534,89772,189554,1921945,151884,172735,253953,1396046,572445,1158196,88075,61624,1227915,380884,357153,118797,60937,2033810,548553,263361,151745,158390,145786,852997,253643,574319,551649,288554,682634,160560,84439,96441,89134,358106,603244,267040,355948,1177674,195340,37520,79479
