Acapulco de Juárez,Date,Tijuana,Mexicali,Ensenada,La Paz,Los Cabos,Campeche,Ciudad del Carmen,Torreón,Saltillo,Piedras Negras,Monclova,Acuña,Ramos Arizpe,Colima,Manzanillo,Villa de Álvarez,Tuxtla Gutiérrez,Tapachula,San Cristóbal de las Casas,Chihuahua,Juárez (Chihuahua),Delicias,Cuauhtémoc (Chihuahua),Nuevo Casas Grandes,Azcapotzalco,Coyoacán,Cuajimalpa de Morelos,Gustavo A. Madero,Iztacalco,Iztapalapa,La Magdalena Contreras,Álvaro Obregón (CDMX),Tláhuac,Tlalpan,Xochimilco,Benito Juárez (CDMX),Cuauhtémoc (CDMX),Miguel Hidalgo,Venustiano Carranza (CDMX),Durango,Gómez Palacio (Durango),León,Irapuato,Celaya,Guanajuato,Salamanca,San Miguel de Allende,Chilpancingo de los Bravo,Pachuca de Soto,Tulancingo de Bravo,Guadalajara,Puerto Vallarta,Lagos de Moreno,Tlaquepaque,Zapopan,Toluca,Texcoco,Cuautitlán,Atizapán de Zaragoza,Coacalco de Berriozábal,Cuautitlán Izcalli,Chalco,Ecatepec de Morelos,Ixtapaluca,Metepec (Edomex),Huixquilucan,Naucalpan de Juárez,Tultitlán,Nezahualcóyotl,Los Reyes La Paz,Tlalnepantla de Baz,Tecámac,Lerma,Morelia,Uruapan,Lázaro Cárdenas (Michoacán),Cuernavaca,Tepic,Bahía de Banderas,Monterrey,San Pedro Garza García,Guadalupe (NL),San Nicolás de los Garza,Gral. Escobedo,Santa Catarina (NL),Apodaca,Oaxaca de Juárez,Puebla,Tehuacán,San Andrés Cholula,Querétaro,San Juan del Río (querétaro),Corregidora,Othón P. Blanco,Benito Juárez (quintana roo),Solidaridad,San Luis Potosí,Ciudad Valles,Soledad de Graciano Sánchez,Culiacán,Mazatlán,Ahome,Guasave,Salvador Alvarado,Hermosillo,Cajeme,Nogales (sonora),Guaymas,San Luis Río Colorado,Navojoa,Centro,Nuevo Laredo,Tampico,Reynosa,Matamoros (tamaulipas),Victoria (tamaulipas),Ciudad Madero,Altamira,Apizaco,Tlaxcala,Veracruz,Xalapa,Coatzacoalcos,Boca del Río,Mérida,Zacatecas,Fresnillo,Guadalupe (Zacatecas)
693778,2016-03-01 00:00:00,1681999,2598396,590407,774183,764945,334909,293897,1501783,1590206,241368,367819,163671,91389,370299,169732,61600,661749,204512,86711,2979503,1615283,231272,245265,83195,774930,1999939,2538210,1202775,346857,1008930,243231,8125265,67064,1403344,184693,3558813,6658661,4367132,952378,703978,386408,1447772,475661,474358,824632,113373,161132,270157,652456,110115,2129988,540631,50445,388047,3203635,1531883,200231,133115,469536,397207,739836,123509,858430,188856,652215,654424,1959067,191033,467356,86370,1118191,274105,274579,4162884,292218,152507,1085190,471252,192374,5292304,1291981,861547,928357,275683,365249,773009,506525,2268617,135367,327791,2581302,225111,236083,448223,2500365,867353,1610637,150559,93277,1856012,528118,461500,216720,61311,2562791,637291,313484,212978,148863,200227,1240149,332567,842483,820444,466304,971642,284197,139221,113202,97514,607742,1025570,433292,437469,1725318,259832,81758,141900
562449,2016-04-01 00:00:00,1713401,2651904,594665,762005,692765,332817,294525,1533157,1623702,248882,375076,165509,92129,348699,155336,60814,646181,199416,76262,3071444,1667872,234192,251216,84075,756135,1985474,2663626,1200540,355192,998245,244048,7466981,67256,1405850,184461,3583827,6770278,4543544,956712,695394,384151,1454058,485268,486777,777670,111618,130209,239827,639500,110605,2166385,453350,51946,383304,3313396,1563234,169344,129448,486712,391744,718031,121198,831997,182511,662322,689734,1943725,188820,448242,86149,1142251,271581,271648,3653285,279529,145938,1117753,457821,159010,5341407,1364681,850221,953814,278958,366397,814126,473840,2321690,132557,353457,2644729,202225,249960,456082,2333517,774362,1626962,143633,92999,1850205,488363,452225,205337,57639,2608244,638321,332134,208305,157247,192063,1269399,334542,845701,843216,457733,971782,277595,135863,112366,96105,605979,1005631,428688,424248,1702746,255463,82154,144105
602292,2016-05-01 00:00:00,1757851,2782707,621021,761509,698764,350090,307492,1600076,1762165,268107,411869,179450,99710,376718,165781,67827,672474,211576,82423,3138741,1805383,239064,268270,90048,815210,2107232,2828433,1264121,355742,1111918,240820,7373359,70688,1410033,190879,3849187,7945307,4768378,1006740,730928,398990,1570294,520359,522675,832115,124757,136381,239417,653330,120515,2262599,474568,55279,396272,3431819,1676253,179810,139777,534974,420979,785018,134588,897863,197885,696485,728579,1957518,202701,481686,91563,1189215,282552,280523,4998215,294111,158956,1118033,492336,158784,5705442,1443663,928587,1043218,307845,395422,879681,505748,2441962,139833,376140,2731965,221790,263454,436825,2436428,810544,1679288,154152,101864,1961943,514862,485714,225196,63707,2767104,669068,333128,230011,158158,199470,1330478,350641,896678,891667,497297,1042118,302063,138408,117449,99266,631965,1067606,450305,462343,1796871,272065,87712,152063
747913,2016-06-01 00:00:00,1793833,2708532,625910,795443,695599,380141,336385,1670636,1783433,259833,413615,174287,101186,399067,176900,68892,708472,237316,100078,3136226,1808898,240784,269724,90879,914251,2275601,2808558,1331106,374930,1226752,182585,7246450,68962,1498517,194510,3991216,7272918,4762340,1010967,788422,415809,1851722,556004,558359,799486,132659,133233,248673,698450,121409,2365037,474688,55902,420757,3468099,1659779,192427,203757,504102,470466,857254,140379,950716,224843,734495,670007,2056706,221189,535256,96823,1174757,303396,320250,4202920,298089,160788,1172418,540484,160204,5633943,1404774,918570,1030183,317959,396958,899318,509651,2610261,156759,302068,2750637,209289,241653,449492,2474775,853927,1793192,157555,104935,1966136,546992,518272,224744,65856,2643665,694471,336822,226489,156265,210121,1450052,370517,990302,924596,509139,1038102,316230,138506,123960,94897,693062,1091768,500487,477002,1901629,285450,86661,150001
762748,2016-07-01 00:00:00,1910259,2838917,698024,796360,752568,389726,314140,1639933,1766396,267273,401232,163540,120185,395684,183859,72350,679068,221977,86907,3179411,1884771,248890,270874,94734,1002830,2345116,3028400,1329647,347796,1229039,256614,7671744,73223,1526858,207002,4117543,7503187,5030603,1072904,786458,414197,1727574,541804,541186,878663,129536,175109,289103,718984,124098,2452055,514098,57354,399186,3571346,1725148,225336,158307,559483,469834,856217,140457,979072,220500,725727,724425,2135406,215498,518076,97832,1247985,290875,295315,5085057,295611,158502,1177969,523985,180976,5702484,1428547,952846,1061152,316606,400784,935445,505576,2576669,148431,355075,2886304,257842,279108,481158,2725611,986687,1822047,166819,109769,1979537,592876,499233,228177,64341,2754428,665950,355689,245649,166014,208088,1395673,359666,922644,923271,489897,1049007,310892,153020,127101,104738,693030,1093674,461095,514014,1918083,304485,94711,157701
705227,2016-08-01 00:00:00,1941149,2881518,713563,786332,707522,378813,309684,1644743,1763615,267721,398700,162062,121512,390549,184103,72285,707083,226912,87715,3213824,1866411,245049,264574,91238,972671,2288003,3166297,1312852,333942,1198555,257334,7925243,71042,1498359,213279,4079583,7472545,5021322,1037292,765184,413126,1714055,545263,537110,848232,125781,163990,269659,697881,119701,2514139,477109,56578,408231,3589489,1755758,221427,144880,572793,452754,829649,139863,967114,218587,707042,771316,2020969,202729,504166,92078,1221046,298107,278071,4814205,298688,166002,1121856,518133,166795,5846770,1495426,954941,1068599,306162,411270,943840,512942,2569891,146269,391197,2908972,246927,280618,464722,2618956,929069,1793965,158837,105531,2000670,564971,504993,230420,63071,2875175,694800,349428,238709,174500,212844,1386829,368411,917098,917074,511003,1054226,306330,155353,124672,95950,696703,1071025,449215,493525,1909775,294177,93240,153088
622842,2016-09-01 00:00:00,1922225,2725522,660655,721691,637624,351704,297365,1588488,1688700,260144,380768,158792,118091,369962,171212,69797,681158,224190,83537,3133855,1806796,233106,256977,87868,902059,2136943,3178425,1204885,328041,1165784,201291,7936764,67955,1456490,203932,3865090,7451392,4738894,992440,735855,398351,1754339,519650,504452,823429,116474,157975,242895,643001,115776,2363522,430891,53779,410486,3456261,1643332,204635,158093,558130,420054,821568,130149,910288,209381,678932,707774,1922578,200560,465829,87304,1163232,269285,260081,4747906,285657,156347,1073682,480474,145418,5573840,1428411,917373,1039168,282350,398760,891000,493060,2453385,128517,346923,2803192,253393,261763,424226,2337024,786680,1705731,152151,99780,1931744,508256,490449,230081,60156,2778975,679794,345700,220544,167512,202639,1298103,369269,856439,895067,494230,1023979,296476,145485,117569,95334,645658,1008807,420433,458059,1793677,271511,87700,150863
616603,2016-10-01 00:00:00,2046862,2869137,663300,791671,747204,371271,307574,1672223,1824734,282902,401222,172347,126901,392446,172313,75088,716296,232243,92423,3331094,1901538,243740,270834,91768,945523,2212179,3267105,1292506,405538,1140726,264441,8614992,71567,1551037,222268,3994205,7869868,4925289,1092601,775233,416493,1730146,547806,532812,890164,127408,156648,252556,680859,119988,2476790,458525,59093,437986,3643175,1810192,214462,141800,572092,437146,823567,138105,964676,219711,729455,792007,1997898,208995,512222,93254,1275192,291687,249830,4048726,297790,164384,1119640,509089,156472,6092233,1521935,969599,1105707,314151,443495,942631,527062,2703835,151722,425033,2934272,252314,259442,443193,2382829,821225,1837731,158064,103886,2070262,522154,522669,242377,63749,2984490,722844,362812,242682,179781,213476,1418294,380695,895162,932717,508992,1060722,301235,152440,125145,100867,661038,1066055,430889,474106,1910372,285211,93101,159169
637543,2016-11-01 00:00:00,2027255,2844317,664204,840367,772208,375294,302544,1640966,1783079,282450,391960,175975,117731,396270,178356,75185,711448,243143,94157,3270237,1882846,234083,260949,90815,1016646,2303737,3195613,1332760,449903,1226030,261719,9614316,70293,1536614,214376,4157045,7658925,4962785,1145302,766739,398435,1781621,548620,542342,873376,127182,160501,269521,701586,117606,2528315,515749,57771,442095,3703852,1835094,219804,144775,561288,452701,868588,140268,984125,228706,753933,810073,2045965,205425,523516,93304,1309458,297228,305204,3854799,301140,165739,1155195,526276,180986,5980677,1494176,940970,1080160,310053,420034,926431,533960,2728500,153010,407196,2926102,258064,264423,465674,2477745,871678,1846815,156723,97712,2055237,546956,525682,241715,64240,2889246,713644,347870,238831,179534,201446,1385912,381960,880393,922439,502568,1050779,296014,140630,123068,100144,658927,1073692,436852,482285,1972080,287899,92246,152215
876274,2016-12-01 00:00:00,2224627,3057539,730936,946594,905007,470328,367111,1959699,2107463,310661,456262,200270,134499,466587,228147,87134,887570,313536,115746,3694534,2050463,270160,307351,108603,1174713,2708873,3501107,1535106,430094,1473541,289810,11314881,82473,1802470,230772,4717030,8528260,5094777,1219365,928182,482866,2040466,643967,631666,1003829,147852,176053,342482,841919,138231,2853405,618682,66250,470317,4219596,1973068,256928,177049,638905,561447,1041418,167659,1154288,276698,885304,861456,2416764,240556,615218,114285,1574202,349124,363909,4572885,348787,195152,1369685,641218,209968,6764462,1672568,1063139,1248259,351116,467387,989742,648300,3276653,183697,405063,3350907,300701,286607,542560,2900897,1047512,2166567,195251,113991,2439857,677031,649876,288311,79574,3273582,801805,383281,271133,201994,261585,1660718,418105,1094227,1029858,561210,1170176,330800,163684,146486,110120,769734,1222274,541701,589876,2158663,331400,108168,167842
760453,2017-01-01 00:00:00,1947543,2692474,623077,826578,845746,383996,310342,1678770,1792334,278752,401120,188486,127685,390374,195860,73469,703800,231926,99719,3332598,1856243,246082,270655,92336,1041471,2306431,3458533,1339034,381275,1296660,264142,10718595,72677,1534690,214274,4236209,7892469,4686158,1087732,761658,414404,1711750,544800,550645,840242,128581,166632,289627,737506,116511,2456219,607834,56659,406529,3577873,1740943,218817,146594,585225,465734,834166,145304,975671,226095,752208,788060,2049653,192895,532083,96463,1344509,303214,266914,4364624,299830,172651,1171516,537669,212666,5758286,1440426,935139,1057161,298685,408503,902294,558067,2690866,156644,394387,2928333,253380,275494,514406,2729467,1088528,1776841,159621,97864,2026476,556377,503555,237938,61987,2795085,675115,342265,234405,166949,213789,1358429,377722,898232,908081,528014,987384,287794,147551,128067,97090,616746,1031067,435480,476998,1791863,263480,89773,153791
618331,2017-02-01 00:00:00,1898585,2598414,596301,777637,795185,347411,291356,1561495,1699620,260189,375187,171249,119755,358373,174796,68913,647615,215902,90824,3099118,1729211,226022,253270,89793,932299,2103425,3284393,1214030,402924,1134090,245115,10350333,69221,1347971,197817,3886229,7431066,4521390,1048645,694460,389975,1564258,497860,484735,790778,114819,171068,254991,655941,105959,2300343,553923,52909,401824,3366226,1544419,194795,134678,586524,398113,738023,126329,887846,205196,657947,726657,1830742,188821,466828,89085,1216898,283480,253640,4168611,270756,153787,1054970,473507,197695,5669281,1384344,896733,1017636,285127,394350,870044,502626,2430218,137275,389206,2692917,229889,258620,464374,2433860,924791,1672596,148129,97018,1908073,504584,472286,217737,55707,2694056,653044,324690,226491,159870,192417,1278409,357683,837234,878876,493067,982070,274038,141145,117430,93138,608526,992424,412539,442273,1777813,253915,86858,147887
692774,2017-03-01 00:00:00,2156414,2999989,682526,895752,921258,392318,437840,1754520,1894407,293647,410001,185432,136577,396623,192662,75686,739557,251606,103501,3503994,2039732,254555,284565,103819,1104279,2392615,3461668,1356971,459290,1269294,278198,12153076,77922,1481189,229220,4038863,8213332,5048295,1212725,780785,429832,1751789,559464,536896,911716,126926,192608,286864,735231,118997,2607163,627125,58918,452773,3811465,1773690,198266,151507,662186,435287,821354,143883,982381,227126,731816,801689,2038762,215456,514206,95848,1351609,316752,282233,4944125,303330,170040,1188136,543082,217641,6306777,1593313,1005007,1123051,316823,439903,1010941,557531,2708933,146565,437349,3059720,262697,289538,542725,2724814,1045662,1884601,166760,109573,2147976,569782,543376,248599,64080,3058953,738848,371295,262260,180020,215464,1426810,392981,919605,956019,517675,1104122,303252,156234,130898,101568,691916,1106560,452061,490374,1979249,285581,98863,165488
804607,2017-04-01 00:00:00,1914656,2879678,692157,880537,879949,386069,318587,1754051,1875398,289184,414012,188110,133943,381087,204119,76054,729659,249807,111767,3463195,1954637,258488,283379,99770,1405716,2279402,3511175,1373607,384266,1230547,267329,11114133,77500,1485269,225208,3759031,7126577,5182350,1186697,797127,443112,1772456,554811,536740,926081,127374,200558,301954,732106,118001,2447968,596506,62898,452903,3591335,1629689,224999,152557,625972,450499,831600,148024,990181,239214,729186,698296,1999862,212610,519477,98151,1376001,329858,276762,5068900,308121,167276,1243402,550415,216496,6067579,1502003,1001438,1155554,327706,433999,982841,572095,2657323,147403,407813,3010673,273375,275290,542135,2732212,1048743,1908480,179612,113133,2096291,615924,540935,254519,64840,2981237,726458,358808,270435,184561,226074,1403007,389762,961349,938986,513421,1099928,310556,168161,132698,100156,708881,1113943,465714,529620,1931813,300299,98258,161123
696317,2017-05-01 00:00:00,2055329,3076793,711525,873456,864589,401588,331389,1843245,2036735,307880,428237,195702,146547,407285,188310,80538,654519,219032,86157,3627402,2163613,264199,293135,105353,1489594,2376464,3705087,1456574,440923,1309056,287201,12048494,79357,1549614,239775,4068725,7765605,5712158,1229237,814822,448077,1843359,590362,565046,912972,139694,167153,274926,741828,122640,2637391,541000,64847,471324,3888064,1776685,232526,178952,663733,473025,864930,157063,1034020,245668,770623,807220,2113676,223364,552751,103018,1417270,321027,286287,4567913,321554,168933,1211316,552721,184638,6492579,1639216,1062717,1219230,341183,462608,1069890,489520,2793651,152293,441546,2798980,233812,258032,513213,2790284,1002819,2020150,172931,114718,1949579,453593,431446,218433,53256,3021767,732032,384398,268523,194316,218397,1430516,406637,958171,971386,548532,1103076,321704,167488,74800,76491,707022,1086850,475255,513764,1677204,290288,100246,170865
659696,2017-06-01 00:00:00,2008393,2966754,709146,864145,848471,380224,327160,1806132,1961624,294998,419792,186159,138751,395368,188128,79652,625535,213781,82520,3589811,2094689,258211,287522,107465,1489499,2389941,3881131,1412269,496946,1311958,280492,9884056,78346,1483120,231227,4061298,7577979,5854251,1198913,807468,435763,1801811,582272,555918,884171,136221,164716,259244,720372,124484,2534859,513240,63888,450527,3788081,1694278,232218,182383,665620,450037,828141,153313,995116,234834,740479,783126,2071507,228025,527910,103135,1405852,322548,269064,4827562,318384,168308,1181580,535104,178559,6197208,1579344,1002527,1180265,323243,436306,1051270,469956,2722407,145855,404990,2707424,227989,251736,497810,2757900,982435,1981163,169554,111629,1890897,455161,426257,206686,54228,3048195,740069,385276,266900,193006,213756,1438644,399932,940685,977200,528342,1119427,315165,160900,77654,78718,691742,1080488,465399,492920,1706554,286320,100935,165394
783351,2017-07-01 00:00:00,2092682,3015142,769186,916828,868031,402376,310062,1854029,1989544,294952,427654,199697,148102,406424,204742,80245,697230,236184,98456,3575209,2064707,271622,288949,93308,1616104,2481710,4045351,1470748,388526,1397775,268601,9149305,78886,1562697,233075,4148588,7677175,5932645,1131021,840527,454514,1909740,589309,564551,965871,140773,199674,304221,769096,133197,2635258,580947,68238,465108,3894822,1755054,245338,200703,660719,484472,894523,161595,1039751,260927,794323,726304,2074354,231155,568308,108701,1481194,341125,276019,5403473,324415,169004,1186726,580705,211344,6268064,1565903,1092924,1201033,334498,471837,1064712,553743,2701121,144098,375154,2874286,252034,287139,510791,2890622,1097657,2032898,182413,108927,1953728,524080,449824,215279,56465,3027007,738728,373506,273992,194713,218940,1478713,369075,958945,967857,523103,1150860,318388,167600,80205,85703,686199,1098750,463747,517201,1803511,318786,107275,171187
756291,2017-08-01 00:00:00,2162973,3080323,780753,917225,832636,406994,331642,1828706,2021637,312627,416033,193535,145126,416631,202130,80749,670663,220916,90094,3657920,2121927,264958,292117,108614,1607893,2473533,4261110,1462830,397041,1339244,276536,9725238,73865,1529609,238301,4143596,7933453,5932824,1212607,847536,447310,1829158,598653,565969,942434,138447,186916,281787,754365,125292,2704238,547425,63404,475877,3950226,1807585,232715,179215,668741,453330,847492,154949,1017334,247368,760174,802500,2091118,217946,521708,103197,1451966,338703,295830,4630162,325151,165696,1205939,575223,171618,6491803,1693135,1082501,1203236,334015,482824,1095612,517729,2856770,162833,444111,2839913,236616,256534,491155,2923388,1031247,2067802,167298,109739,1977353,508996,441672,214321,57281,3158750,781313,383934,273111,206182,228330,1477995,406947,992569,1006321,560866,1171337,324572,172730,79394,83587,747544,1128901,481220,542797,1773016,305649,102362,171433
565845,2017-09-01 00:00:00,2029717,2934139,733519,766180,618926,359536,315464,1760674,1920835,296723,401124,193230,137177,386842,177814,78271,553655,191080,70765,3571362,2054539,249968,286650,101682,1380898,1842063,4022671,1150579,297557,1042620,203872,8518240,53577,1195654,159194,3277961,4737973,4643544,723270,781957,435748,1774162,560859,529349,888042,128072,172500,233465,704666,112585,2505819,445920,67079,463704,3769807,1724347,213199,165706,616473,420803,779529,140642,936413,221267,729823,761285,1942694,211655,478456,95315,1369990,316250,252380,4025674,296671,152983,1061668,521999,125119,6052309,1498371,1018327,1132701,312660,460476,1003043,429210,2568176,146290,427626,2715177,213094,256949,419749,2369744,796482,1948837,150850,107354,1883566,428358,422777,208322,55426,2997080,743246,362703,248769,200421,215601,1368858,370065,899696,956850,519867,1121789,310275,164592,70218,76277,604593,1038834,431593,476918,1643060,281595,98542,164763
666873,2017-10-01 00:00:00,2328772,3061170,810727,923120,856163,404557,347684,1964449,2147246,323132,447928,210709,155798,425288,200281,86993,649482,217694,83079,3840992,2162444,271873,311529,108286,1611778,2186377,4165130,1322893,433071,1232877,231904,9362223,62250,1252656,189576,3895508,5745739,5054182,864280,878585,486672,1987953,610784,592805,953347,137977,186310,268676,776602,126894,2810117,575664,71561,506284,4110212,1957554,239627,188275,702969,467940,895567,165988,1069839,263772,826472,858070,2212535,233012,555491,112511,1568926,357852,271314,4359771,331657,173899,1225481,582569,172891,6751318,1719628,1178441,1263117,360773,523094,1126713,488459,2951438,166350,491015,3001226,233341,279652,463962,2670949,915179,2146884,164572,115041,2076307,484568,475078,225717,60918,3338339,817543,394125,278687,227774,236685,1542259,422025,1000060,1155340,576010,1166557,334617,167113,79431,85597,682772,1170359,479971,533782,1823371,306414,104830,177048
707789,2017-11-01 00:00:00,2114603,2982974,735988,942158,868481,406726,340966,1821573,2064974,314736,428835,202545,145489,427727,205726,84720,745103,261118,105693,3740039,2097255,255705,304327,107196,1836580,2565298,3949851,1492875,463946,1445896,269219,10777005,86722,1514958,224426,4344103,6910735,5016014,1199874,882595,445682,1945333,609493,575908,955701,138257,190347,285808,797235,124800,2587968,630733,67974,503895,4097308,1933775,244156,183530,676736,474615,914607,164897,1058826,279788,821131,860595,2178105,225595,563619,111533,1583790,356813,328777,5695371,341785,171053,1292910,592637,191769,6586778,1821835,1132405,1222110,339623,496671,1096042,598110,2987781,166816,463436,3382821,278348,320473,496727,2724706,960196,2147638,165083,109678,2289237,622817,575205,252142,67010,3351118,781035,384442,259180,206577,226944,1488395,410476,970228,1127391,549722,1152859,330316,156809,138189,118499,678776,1151258,466272,542069,2113726,304602,100066,170795
926436,2017-12-01 00:00:00,2283953,3221950,781852,1045668,972115,496046,404059,2100891,2387282,335872,487373,213959,159908,501828,244641,99873,896045,312327,121696,4216610,2303342,297950,342229,125508,2045592,2923667,4016439,1771454,481702,1665149,293122,11949934,103745,1641642,241844,4863454,7570048,5258250,1235176,1023679,517634,2270036,685162,683921,1073835,157727,200263,352978,917691,144352,2885757,752952,78326,500442,4496605,2163082,276060,213317,725213,586989,1091969,193144,1219589,334627,943100,877974,2532375,246976,657361,122293,1808096,400579,407313,4865333,367956,203123,1519753,687104,227317,7224835,1765262,1191876,1332015,372680,525209,1135272,698731,3384956,192750,444825,3741460,316531,336618,580160,3142253,1133637,2511753,203271,125770,2703045,749514,708355,302367,82116,3755551,904178,419564,295624,218888,278185,1802483,448299,1151776,1256757,606003,1317966,363245,170132,161002,144843,768845,1346871,562651,663714,2438704,364864,119724,183295
914110,2018-01-01 00:00:00,2313191,3112471,794201,973762,947556,437255,369849,1958119,2159013,333031,474458,221284,155387,454570,237058,92900,794836,272581,116664,3808569,2207286,265959,315987,112284,1868440,2706950,3848698,1660906,423422,1556499,236441,12711228,96727,1507976,246001,4278686,9023084,5264005,1348090,918792,492465,2034370,623296,628443,928418,144595,199573,325700,841145,130482,2785879,757510,69772,479009,4058640,1968998,251345,190383,720608,500775,945736,178318,1123871,289913,852648,858058,2330057,231364,619552,112940,1611305,377499,309307,4866903,350751,192592,1366224,610283,255765,6606510,1632314,1150726,1215446,363539,507367,1142087,636947,3058598,179061,461847,3493755,283586,357895,566692,3205844,1244038,2150378,172136,108862,2335400,660824,601590,260734,70369,3451520,810135,396455,279331,223268,242794,1641847,425412,1013359,1159821,606362,1179168,340932,165060,144454,123227,702756,1212771,494425,570457,2177487,319675,106640,176024
692055,2018-02-01 00:00:00,2139595,2904500,690419,902722,893160,379777,328995,1792488,1979660,296341,410756,188665,137952,395099,198894,84109,704035,229450,94518,3566764,2023817,242426,292585,99998,1710786,2366627,3571421,1427004,440372,1317010,272180,11347258,86618,1338327,219185,4099226,8381947,5118814,1273720,802913,456556,1832748,541547,552124,843201,127154,200337,277170,739173,115583,2633337,687845,63404,452504,3771016,1712125,216017,171079,646987,411940,792270,151663,974366,240591,741175,763240,2044121,208651,514511,92056,1427120,328545,255372,4367910,305467,162284,1178228,537219,228695,6308950,1565962,1016094,1079827,328285,461342,1047986,544518,2696700,151232,445751,3169727,254861,332613,500254,2808066,1054476,1947848,166651,100779,2122815,586813,531624,226694,58691,3162931,723874,359894,247954,201546,203671,1442148,337391,905408,1132291,483943,1116181,314232,152353,128667,117596,622633,1036719,440534,490483,1963932,288389,97020,160199
787006,2018-03-01 00:00:00,2345521,3229074,757277,1021347,994713,428761,342337,1973576,2181533,323957,452254,197913,154464,429531,220702,94490,781123,253992,109614,3942644,2276460,273545,323020,108701,1912365,2524145,4119936,1592870,445321,1454739,292248,13422344,97095,1460313,228133,4318255,9380209,5595286,1453505,890210,514286,2017534,577052,597508,988939,142124,242395,321067,804816,127495,2843489,753300,71837,488258,4120775,1979399,252730,192210,689136,444473,871274,165031,1066604,260505,811163,807715,2208900,235208,546142,101278,1564237,354842,309288,4213455,327418,180762,1322231,588717,255606,6899083,1741630,1105952,1162869,373214,505023,1141896,601651,2994416,173097,468293,3515311,289853,368908,564100,3191539,1162639,2149299,191837,116406,2407053,643998,592433,258060,70548,3491212,800426,394712,284161,221444,228532,1498815,366982,983320,1248351,521929,1239927,346644,164039,141833,133102,688486,1135257,475760,573549,2137439,329655,108839,181132
823909,2018-04-01 00:00:00,2467247,3261811,815716,1015746,1001433,434720,361212,2036662,2283706,353474,502042,219217,164750,426501,230850,93998,799048,267391,115653,4031502,2279675,294618,340467,112316,1957415,2570995,4009181,1640340,451260,1514484,304144,14245891,98197,1524045,247090,4421277,9529541,5750506,1489712,916210,519421,2061956,605382,624402,917836,146693,208302,306411,814851,133795,2916073,716128,72164,514997,4171894,1943961,257396,192126,708659,457188,920407,173774,1107302,277828,833953,833480,2272342,241816,590751,109730,1607058,377437,287511,5535622,346272,192376,1329019,592157,246526,6926752,1814947,1188125,1238861,409313,528922,1232999,600726,2985806,180853,491440,3605644,293976,373720,549500,3209803,1191054,2218129,196873,119766,2418042,690523,604814,261612,71362,3601150,832034,414844,303326,231554,238715,1583908,377848,1038451,1294285,539962,1217809,359431,168506,142262,130470,728263,1171978,507063,591547,2210201,342589,117476,183955
734409,2018-05-01 00:00:00,2475936,3379159,800160,1008894,957608,438358,366948,2083000,2315951,356896,496803,216261,161627,442195,221540,94563,806543,269077,108707,4160365,2448115,300343,355059,119570,2046528,2588838,4127454,1664646,559307,1587503,313509,15999816,100598,1526287,250410,4540354,9936444,6181836,1522888,935563,528112,2081634,608818,633894,928886,151134,185850,289202,818195,130030,2973435,646560,71677,628220,4296854,2013697,261502,200589,718530,462566,937304,176880,1134390,281903,848837,880408,2345651,249496,587803,111479,1629249,377052,306954,5507937,349134,186169,1335281,605692,205660,7119477,1860597,1196168,1276092,474862,541661,1219443,613806,3051643,184475,494957,3705675,298117,382297,531740,3089569,1092227,2279558,195522,120344,2524020,653377,622886,264703,72128,3689322,844577,426662,297396,235685,236630,1615698,390622,1059574,1356585,548518,1281382,370584,170768,145439,136421,732217,1195647,516472,592287,2252554,357019,120756,187826
699706,2018-06-01 00:00:00,2438963,3361666,774298,980743,898840,424358,343824,1963231,2247382,336879,468377,208073,154496,419814,218404,95472,752852,267991,107552,4068953,2320753,301838,350072,120068,2037964,2543848,4107761,1604635,437305,1558846,296571,16122528,93925,1467552,237492,4533104,9491341,5921408,1483866,928208,512143,2042363,594439,613293,915932,150110,180368,274479,823038,129613,2796999,615906,71421,607535,4158119,1883410,258514,206576,697195,444631,908293,174096,1102618,278117,799744,836599,2276149,249640,573632,106227,1577315,362885,315124,5655574,346857,185194,1304690,591312,204662,6691953,1465700,1033575,1205194,448742,476855,1168524,583692,2986741,176423,457776,3561799,300077,386297,511978,2997548,1067847,2179998,189453,118801,2430742,644116,610357,256544,71349,3560626,814939,420924,289859,235272,238060,1581550,357466,988996,1128668,505455,1232752,352563,168760,143280,136462,696231,1148832,506516,582789,2167907,324420,116188,183557
946576,2018-07-01 00:00:00,2698817,3512713,890279,1105899,1007018,494948,392219,2043303,2372681,349259,503581,225890,168839,464745,252670,105841,907132,318485,135593,4257413,2673683,321386,368285,123866,2235849,2717484,4266656,1808585,448571,1837749,313818,16368777,102301,1647895,274876,5131382,10831235,6398631,1624842,1015271,547487,2255001,651368,662638,1028387,162610,239656,345585,910969,142478,3131584,763945,77537,662588,4519088,2072178,289092,226092,736962,511368,1017570,197072,1232546,314880,875662,840963,2563071,268889,633126,122401,1779297,413873,347479,5953809,375026,208937,1479957,667466,248967,7035288,1562400,1081192,1257625,498257,512378,1267344,734605,3295281,198346,468610,3872162,339591,430342,644357,3514352,1320183,2349655,225157,127724,2557309,778808,656090,269244,77647,3744346,870432,432735,317355,246466,255707,1752418,395435,1078985,1145114,519939,1273624,365032,183766,154352,153015,878100,1296225,549249,692710,2483068,378201,130277,196223
